ID	Link	Authors	Year	Title	Article type	Venue	Direct quotes	Other info	Bibtex citation	Related papers	Tags
ID_040	https://link.springer.com/content/pdf/10.1007/s40593-018-0164-5.pdf	Kathryn S. McCarthy;Aaron D. Likens;Amy M. Johnson;Tricia A. Guerrero;Danielle S. McNamara	2018	Metacognitive Overload!: Positive and Negative Effects of Metacognitive Prompts in an Intelligent Tutoring System	Article	Int J Artif Intell Educ	"* examines the effects of two metacognitive prompts within iSTART, a **reading
comprehension strategy ITS** with 116 participants [US high-school]
* there were **no effects of either metacognitive prompt on these learning outcomes**. In-system self-explanation scores indicated that the metacognitive prompts were detrimental to performance relative to standard iSTART practice. This study **did not find benefits of metacognitive prompts in enhancing performance during practice or after the completion of training**
* An important question is how well these findings generalize to other systems and other domains
* Ultimately, these **results suggest that simply increasing the amount of metacognition is not an effective way of improving self-explanation quality or comprehension**"		"@article{mccarthy2018metacognitive,
  title={Metacognitive overload!: Positive and negative effects of metacognitive prompts in an intelligent tutoring system},
  author={McCarthy, Kathryn S and Likens, Aaron D and Johnson, Amy M and Guerrero, Tricia A and McNamara, Danielle S},
  journal={International Journal of Artificial Intelligence in Education},
  volume={28},
  number={3},
  pages={420--438},
  year={2018},
  publisher={Springer},
  doi={10.1007/s40593-018-0164-5}
}"	ID_060 | Both found no effect	Metacognition - Intervention;Metacognition - Importance;Metacognition;Empirical
ID_041	https://psycnet.apa.org/manuscript/2019-26066-001.pdf	Doug Rohrer;Robert F. Dedrick;Marissa K. Hartwig;Chi-Ngai Cheung	2020	A Randomized Controlled Trial of Interleaved Mathematics Practice	Article	Journal of Educational Psychology	"*an **interleaved assignment** is arranged so that no two consecutive problems require the same strategy (**Definition**)
* Previous small-scale studies found that practice **assignments with a greater proportion of interleaved practice produced higher test scores**
* **54 seventh-grade mathematics classes** [yes classes, not schools] periodically completed interleaved or blocked assignments over a period of four months, and then both groups completed an interleaved review assignment. One month later, students took an unannounced test, and **the interleaved group outscored the blocked group [on task performance]**"		"@article{rohrer2020randomized,
  title={A randomized controlled trial of interleaved mathematics practice.},
  author={Rohrer, Doug and Dedrick, Robert F and Hartwig, Marissa K and Cheung, Chi-Ngai},
  journal={Journal of Educational Psychology},
  volume={112},
  number={1},
  pages={40},
  year={2020},
  publisher={American Psychological Association},
  doi={10.1037/edu0000367}
}"		Metacognition - Mechanisms;Metacognition - Intervention;Empirical;Metacognition
ID_042	https://files.eric.ed.gov/fulltext/ED656930.pdf	Korinn Ostrow;Neil Heffernan;Cristina Heffernan;Zoe Peterson	2015	Blocking vs. Interleaving: Examining Single-Session Effects Within Middle School Math Homework	Conference paper	International conference on artificial intelligence in education	"* Findings suggest that **interleaving is beneficial in the context of adaptive tutoring systems when considering learning gains and average hint usage at posttest**. These observations were especially relevant for low skill students
* documenting the **interleaving effect within a middle school sample through brief homework assignments** completed within ASSISTments, an **adaptive tutoring platform**"		"@inproceedings{ostrow2015blocking,
  title={Blocking vs. interleaving: Examining single-session effects within middle school math homework},
  author={Ostrow, Korinn and Heffernan, Neil and Heffernan, Cristina and Peterson, Zoe},
  booktitle={International conference on artificial intelligence in education},
  pages={338--347},
  year={2015},
  organization={Springer},
  doi={10.1007/978-3-319-19773-9_34}
}"	ID_041 | Also talk about interleaving effectiveness	Metacognition - Mechanisms;Metacognition - Intervention;Metacognition;Empirical
ID_043	https://arxiv.org/pdf/2601.20245	Judy Hanwen Shen;Alex Tamkin	2026	How AI Impacts Skill Formation	Preprint (for now)	ArXiv	"* specifically discusses **novices** with a new python library
* we design a **coding task** and evaluation around a relatively new asynchronous Python library
* We find that **using AI assistance** to complete tasks that involve this new library **resulted in a reduction in the evaluation score by 17% or two grade points**. Meanwhile, we **did not find a statistically significant acceleration in completion time with AI assistance** [likely due to participants spending more time with the AI agent as indicated by qualitative data (watching screens)]
* **We attribute the gains in skill development of the control group to the process of encountering and subsequently resolving errors independently (PF, but not explicitly mentioned)**"		"@article{shen2026ai,
  title={How AI impacts skill formation},
  author={Shen, Judy Hanwen and Tamkin, Alex},
  journal={arXiv preprint arXiv:2601.20245},
  year={2026}
}"	ID_021 | Talk about negative effects in CS (for novices);ID_008 | Both about CS;ID_064 | Without AI, primary school	AI - Negative Impact;CS Education;Empirical;GenAI;GenAI - Effects on Learning
ID_044	https://www.sciencedirect.com/science/article/pii/S0360131525001903?casa_token=uU_mdAG9lmMAAAAA:luK2rm6HdHuUtDM-vXRmoOLFdXm010b4ipLwADY9PqZeVCLlUGZpZycKPA2AW8y2SXgZBxWw8BY	Zhongmei Han;Ruyi Ying;Changqin Huang;Chin-Chung Tsai;Xinghua Wang;Tao He	2025	Identifying students’ metacognition patterns by their needs for cognitive closure in human-GenAI collaboration	Article	Computers & Education	"* **Need for Cognitive Closure (NFCC)**:  a desire for certainty and an aversion to ambiguity, regulates how students engage with GenAI and their metacognitive processes
* A **three-week intervention was conducted with 82 undergraduates++, assigned to 16 groups (5–6 students each), completing three cognitively demanding tasks with GenAI support
* **NFCC influences how students engage with AI** --> High NFCC: Fast, goal-driven strategys, Low NFCC: more reflective and deep engagement in metacognitive processing
* Conceptualized in two phases: The **“seizing” aspect** involves a sense of urgency to quickly grasp available information to form a conclusion, while the **“freezing” aspect** describes the tendency to maintain these conclusions and resist contradictory information (Baldner et al., 2024)
* Across all groups,  This study showed that during the seizing stage of NFCC, students frequently employ associative strategies closely linked to metacognitive knowledge and experience, reflecting a flexible, exploratory learning mode. In contrast, during the freezing stage, students rely more on metacognitive knowledge, experience, and their alignment with task goals to establish a stable cognitive structure."		"@article{han2025identifying,
  title={Identifying students’ metacognition patterns by their needs for cognitive closure in human-GenAI collaboration},
  author={Han, Zhongmei and Ying, Ruyi and Huang, Changqin and Tsai, Chin-Chung and Wang, Xinghua and He, Tao},
  journal={Computers \& Education},
  pages={105422},
  year={2025},
  publisher={Elsevier},
  volume={239},
  doi={10.1016/j.compedu.2025.105422}
}"		Metacognition - Framework;Metacognition;Empirical
ID_045	https://link.springer.com/article/10.1007/s11257-016-9186-6	Yanjin Long;Vincent Aleven	2016	Enhancing learning outcomes through self-regulated learning support with an Open Learner Model	Article	User Modeling and User-Adapted Interaction	"* **Open Learner Model (OLM,ChatGPT Def)**: Open Learner Models (OLMs) are educational systems that make a learner’s internal model—what the system believes the learner knows, misunderstands, or has mastered—visible to the learner (and sometimes teachers or peers).
* **OLM can enhance students’ domain-level learning outcomes through scaffolding of SRL processes**
* Results suggest that an **OLM is especially effective if it is designed to support multiple SRL processes**
* Primarily about problem selection in ITS
* Also used BKT"		"@article{long2017enhancing,
  title={Enhancing learning outcomes through self-regulated learning support with an open learner model},
  author={Long, Yanjin and Aleven, Vincent},
  journal={User Modeling and User-Adapted Interaction},
  volume={27},
  number={1},
  pages={55--88},
  year={2017},
  publisher={Springer},
  doi={doi.org/10.1007/s11257-016-9186-6}
}"	ID_005 | Talks about OLMs as method for SRL;ID_061 | Investigates SRL via OLM and gamification	Self-regulated learning;OLM;Empirical
ID_046	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4884604	Maria De-Arteaga;Kenneth Holstein	2026	Improving Human-Machine Augmentation via Metaknowledge of Unobservables	Paper in progress	-	"* **Decision-makers often lack metaknowledge** in practice
* The value added by ML recommendations is reduced in the absence of metaknowledge of unobservables
* empirically examine its effects in an online behavioral experiment, showing that **metaknowledge of unobservables can enhance human-machine performance by shaping how individuals use different sources of information**, but realizing this potential is nontrivial and depends on how such knowledge is conveyed
* Similar patterns appear in K-12 education. **Teachers sometimes attribute knowledge to AI-based decision-support tools that those tools do not actually possess** —for instance, assuming awareness of students’ affect or academic history beyond what is captured in educational software logs (Holstein et al., 2020; Holstein et al., 2019).
* Used a housing price prediction task where humans had access to all features but machine didnt
* we **theoretically demonstrate [metaknowledge of unobservable] value in reducing residual uncertainty after a decision-maker observes a machine recommendation**. This represents a reduction in the cognitive cost associated to achieving a certain level of human-machine performance, thereby **improving the potential for human-machine augmentation**"	"* Definies **Metaknowledge of Unobservables**: knowledge about which information is unobserved by the machine
* Might be interesting to argue about knowledge beyond task content for students i.e. teacher expectation, setting, etc."	"@misc{dearteaga2024metaknowledge,
  author       = {De-Arteaga, Maria and Holstein, Kenneth},
  title        = {Improving Human-Machine Augmentation via Metaknowledge of Unobservables},
  year         = {2024},
  month        = {July},
  howpublished = {SSRN},
  note         = {Available at SSRN: \url{https://ssrn.com/abstract=4884604}},
  doi          = {10.2139/ssrn.4884604}
}"	ID_053 | Tangengly: On participartory students setting own rules;ID_059 | Tangengly: On communiy bots	Complementarity;Ken
ID_047	https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/pra2.1287?casa_token=yyVs3_H7ox4AAAAA%3AnndeTCc3xjFJI_OtGZdmLf86cHDBzVuc1jBci39lLGXcfx43erI3BXvaHwowICmFt1-kfBBPpm50i5w7	Anjali Singh;Zhitong Guan;Soo Young Rieh	2025	Enhancing Critical Thinking in Generative AI Search with Metacognitive Prompts	Article	Proceedings of the Association for Information Science and Technology	"* As people **increasingly rely on GenAI** to perform tasks such as analyzing and applying information, **they may become less actively engaged in thinking and learning**
* This study **examines whether metacognitive prompts**—designed to encourage people to pause, reflect, assess their understanding, and consider multiple perspectives—**can support critical thinking during GenAI-based search**
* User study with **n=40 uni students**: between-subjects design using surveys and retrospective think-aloud interviews to examine the impact of metacognitive prompts (hereafter referred to as “cues”) on students' critical thinking and search behaviors while searching with the GenAI tool, Perplexity
* **prompts led to more active engagement, leading students to explore a broader range of topics and engage in deeper inquiry through follow-up queries**: We found that the cues led to more active engagement, as evidenced by significantly more topics searched (p = 0.006) and greater persistent inquiry (p = 0.047), which refers to inquiring about any idea through relevant follow-up queries and is a key component of critical thinking (Dewey, 1910). Further, the cues led to marginally significant increase in search query count (p = 0.053), including those aimed at comprehension (p = 0.068) and critical inquiry (p = 0.100).
* **the effectiveness of these prompts was influenced by students' metacognitive flexibility**
* findings highlight the potential of metacognitive prompts to foster critical thinking 
* **To educators, we recommend**: (i) Communicate the purpose and value of each type of cue in the context of GenAI search through pre-search tutorials, as recommended in prior work (Guo, 2021). This is particularly relevant given the lack of significant differences in perceived helpfulness of the note-taking tool across conditions and concerns that some participants found the cues disruptive; (ii) **Combine metacognitive prompts with AI literacy interventions that focus on GenAI's capabilities and limitations**. Provide guidance on crafting search queries effectively, such as by specifying context and adding details to generate better AI responses (Oppenlaender et al., 2024)"	* Used woz method	"@article{singh2025enhancing,
  title={Enhancing critical thinking in generative AI search with metacognitive prompts},
  author={Singh, Anjali and Guan, Zhitong and Rieh, Soo Young},
  journal={Proceedings of the Association for Information Science and Technology},
  volume={62},
  number={1},
  pages={672--684},
  year={2025},
  publisher={Wiley Online Library},
  doi={10.1002/pra2.1287}
}"		Metacognition - Intervention;Empirical;Metacognition
ID_048	https://dl.acm.org/doi/pdf/10.1145/3715336.3735785	Frederic Gmeiner;Kaitao Luo;Ye Wang;Kenneth Holstein;Nikolas Martelaro	2025	Exploring the Potential of Metacognitive Support Agents for Human-AI Co-Creation	Conference paper	Proceedings of the 2025 ACM Designing Interactive Systems Conference	"* found that **agent-supported users created more feasible designs than non-supported users, with differing impacts between support strategies** --> Between supported groups, the average design score varied slightly, with **SocratAIs-supported users having the highest number of designs fulfilling the load and spatial requirements**. (although atuhors note low power, overall 20 participatns split in three groups)
* **asking questions alone was less impactful when users had solidified incorrect assumptions**, and [...] sometimes agent support could lead to additional overreliance.
* **combining multiple strategies may ultimately prove more effective in practice, and future work should explore systems with blended approaches**.
* Three different conditions (1) Socratic Tutor (2) HelpAI (prompts task planning and diagramming supported by suggestions for design strategies and software operation) and (3) Wizard of Oz Experts
* Use thinking out loud strategys to increase to foster deeper reflection-in-action and to elicit their knowledge and situational intentions for the support agents"	"* Explores metacognitive Support Agents for Human-AI Co-Creation with meachinc designer
* **Lists positive and negative effects of each type of scaffolded WoZ AI employed**"	"@inproceedings{gmeiner2025exploring,
  title={Exploring the potential of metacognitive support agents for human-AI co-creation},
  author={Gmeiner, Frederic and Luo, Kaitao and Wang, Ye and Holstein, Kenneth and Martelaro, Nikolas},
  booktitle={Proceedings of the 2025 ACM Designing Interactive Systems Conference},
  pages={1244--1269},
  year={2025},
  doi={10.1145/3715336.3735785}
}"	ID_024 | Socratic methods;ID_025 | Socratic methods	Metacognition - Intervention;Ken;Socratic Tutor
ID_049	https://arxiv.org/pdf/2502.12447	Anjali Singh;Karan Taneja;Zhitong Guan;Avijit Ghosh	2025	Protecting Human Cognition in the Age of AI	Preprint	ArXiv	"* While **GenAI** can facilitate the efficient acquisition of information on a given topic, it **may not necessarily support effective learning or knowledge retention**
* Argues that **AI is influencing how the two dimensions of Bloom’s Revised Taxonomy (knoweldge and cognitive processes) interact with each other**. GenAI accelerates access to factual and procedural knowledge --> this acceleration may bypass important cognitive processes that typically occur during slower, deliberate learning [...] by offloading them to LLMs
* **Imundo et al. argue that experts are better positioned [than novices] to leverage GenAI for high-level decision-making**, as they possess well-structured content and procedural knowledge within their domain [28]
* Developing learning activities that require students to actively critique GenAI outputs [46 , 60 , 61] can also be helpful for fostering the development of [engagemetn skills]."	"* GenAI may not allow for all the prequesits of  deep and meaningful learning, (Dewey’s Theory of Reflective Thinking) --> Deweys theory briefly summarized: Dewey identifies four types of thought, ranging from the broadest to the most disciplined–(i) mere awareness, (ii) imaginitive thought, which excludes sensory experience, (iii) belief based on evidence(whether examined or not), and (iv) reflective thought involving conscious evaluation of evidence 
* Also references productive failure as central to engage deeper with AI"	"@article{singh2025protecting,
  title={Protecting human cognition in the age of AI},
  author={Singh, Anjali and Taneja, Karan and Guan, Zhitong and Ghosh, Avijit},
  journal={arXiv preprint arXiv:2502.12447},
  year={2025}
}"	ID_050 | Aruges neg effect with Bloom	GenAI - Effects on Learning;Theoretical
ID_050	https://eduq.info/xmlui/handle/11515/18824	Lorin W. Anderson;David R. Krathwohl;Peter Airasian;Kathleen Cruikshank;Richard Mayer;Paul Pintrich;Merlin Wittrock	2001	A taxonomy for learning, teaching, and assessing: A revision of Bloom's taxonomy of educational objectives: complete edition	Book		"* Original: Bloom, B. S., Engelhart, M. D., Furst, E. J., Hill, W. H., & Krathwohl, D. R. (1964). Taxonomy of educational objectives (Vol. 2). New York: Longmans, Green.
* But this version here is more often cited is the revivesed version which make it more action-oriented and two-dimensional (reworded as verbs, added knowledge dimension)"	"The revised Bloom’s Taxonomy (Anderson & Krathwohl, 2001) rewords the cognitive levels as action-oriented verbs and pairs them with a knowledge dimension (Factual, Conceptual, Procedural, Metacognitive), so objectives read like [cognitive process] + [type of knowledge].

The six cognitive process levels (brief) + one example each

**Remember** — retrieve facts or basic concepts.
Example: List the four nitrogen bases in DNA.

**Understand** — explain ideas or interpret meaning.
Example: Summarize in your own words how photosynthesis works.

**Apply** — use information in a new situation or carry out procedures.
Example: Use Ohm’s law to calculate the current in a circuit.

**Analyze** — break material into parts and show relationships/organisation.
Example: Compare and contrast renewable and nonrenewable energy sources.

**Evaluate** — make judgments based on criteria and evidence.
Example: Critique a study’s methodology and decide whether its conclusions are valid.

**Create** — put elements together to form a new coherent whole or original product.
Example: Design an app that helps users track and reduce their carbon footprint."	"@book{anderson2001taxonomy,
  author    = {Anderson, Lorin W. and Krathwohl, David R. and Airasian, Peter and Cruikshank, Kathleen and Mayer, Richard and Pintrich, Paul and Wittrock, Merlin},
  title     = {A Taxonomy for Learning, Teaching and Assessing: A Revision of {Bloom's} Taxonomy},
  year      = {2001},
  publisher = {Longman Publishing}
}"		Blooms Taxonomy;Framework;Foundational Paper
ID_051	https://arxiv.org/pdf/2506.17006	Danielle R. Thomas;Conrad Borchers;Shambhavi Bhushan;Erin Gatz;Shivang Gupta;Kenneth R. Koedinger	2025	LLM-Generated Feedback Supports Learning if Learners Choose to Use it	Conference Paper	European Conference on Technology Enhanced Learning	"*   **Analyzing over 2,600 lesson completions from 885 TUTOR learners** (so it was specifically for how a form of educators learn with GenAI), we compare posttest performance among learners across three groups: learners who received feedback generated by gpt-3.5-turbo, those who declined it, and those without access
* Learners with a higher predicted likelihood of engaging with LLM feedback scored significantly higher at posttest than those with lower [likelihood] --> **Small Learning Gains from LLM-generated Feedback, Moderated by Learners’ Tendency to Seek Support**
* **[results] suggest that the effectiveness of LLM feedback depends on the learners’ tendency to seek support**
* LLM feedback **did not significantly increase completion time**, and learners overwhelmingly rated it as helpful"		"@inproceedings{thomas2025llm,
  title={Llm-generated feedback supports learning if learners choose to use it},
  author={Thomas, Danielle R and Borchers, Conrad and Bhushan, Shambhavi and Gatz, Erin and Gupta, Shivang and Koedinger, Kenneth R},
  booktitle={European Conference on Technology Enhanced Learning},
  pages={489--503},
  year={2025},
  organization={Springer}
}"		GenAI - Effects on Learning;Empirical
ID_052	https://arxiv.org/pdf/2306.10052	Ethan Mollick;Lilach Mollick	2023	Assigning AI: Seven Approaches for Students, with Prompts	Preprint	ArXiv	"* The authors **propose seven approaches for utilizing AI in classrooms**: AI-tutor, AI-coach, AI-mentor, AI-teammate, AI-tool, AI-simulator, and AI-student, each with distinct pedagogical benefits and risks (prompts are included for each of these approaches)
* We empahsize students staying ""human in the loop""
* The proposed framework **offers a guide for educators navigating the integration of AI-assisted learning in classrooms**
* Educators should always try out the AI they teach first themselfes!!!

**AI as Student: The power of teaching others (!!!!!)**
* Description: Student teaches the AI and learns in this way 
* Upsides: Different dynamic (novel), activates different type of reflection
* Downsides: If students don’t know enough about a topic, they may also fail to name the elements of the topic the AI “got right” or ""got wrong""

**AI as Simulator: Creating Opportunities for Practice (!!!!!)**
* Description: e.g. role playing with the AI
* Upsides: Engaging, novel
* Downsides: AI can hallucinate and make up facts about any concept, No scenario will be effective for all students

**AI as Coach: Increasing Metacognition (!!!!!)**
* Description: Engage students metacognition
* Upsides: Generally metacognition upsides
* Downsides: AI may pick up on student tone and style, give bad advice, or lose track of a process --> e.g. mirror anxious responses

**AI as Mentor: Providing Feedback**
* Description:  Provide Feedback to learners responses
* Upsides: Generally individual feedback upsides
* Downsides: Overall managable, Requires feeling of ownership of the work, Requires students active reflection on the AI feedback

**AI as Tutor: Providing Direct Instruction**
* Description: Direct instruction i.e. Khan Academy
* Upsides: Ease of use, individualization
* Downsides: risk of confabulation – using a tool that can make up plausible-seeming incorrect answers is a critical flaw; Requires awarness of LLM limitations

**AI as Teammate: Increasing Collaborative Intelligence**
* Description: e.g. act as devils advocate
* Upsides: Provide feeling of teammate, up collaborative intelligence
* Downsides: AI can confabulate or make up facts that may lead teams to the wrong decision, students who begin to think of the AI as a teammate may not challenge its opinions or advice"	* Great to cite when talking about specific prompts used or usage strategys in schools	"@article{mollick2023assigning,
  author  = {Mollick, Ethan R. and Mollick, Lilach},
  title   = {Assigning {AI}: Seven Approaches for Students, with Prompts},
  journal = {SSRN Electronic Journal},
  year    = {2023},
  doi     = {10.2139/ssrn.4475995}
}"		Scaffolding;GenAI - Effects on Learning
ID_053	https://dl.acm.org/doi/pdf/10.1145/3706598.3713865	Tzu-Sheng Kuo;Quan Ze Chen;Amy X. Zhang;Jane Hsieh;Haiyi Zhu;Kenneth Holstein	2025	PolicyCraft: Supporting Collaborative and Participatory Policy Design through Case-Grounded Deliberation	Conference Paper	Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems	"* **PolicyCraft** (the developed framework) **supports users in collaboratively proposing, critiquing, and revising policies through discussion and voting on cases** (basically students setting their own rules) 
* students using PolicyCraft **reached greater consensus and developed better-supported course policies**, compared with those using a baseline system that did not scaffold their use of concrete cases
* Mechanisms for engagement: Users can critique a policy by creating cases that highlight ambiguities or potential flaws; PolicyCraft highlights misalignments between case labels and users’ votes, ... much more but mostly resolving around cases"	"* PolicyCraft"" project where we experimented with having university students co-design course policies for GenAI use, after receiving a primer on course-specific learning goals and summaries of what is known from research about impacts of AI on learning"	"@inproceedings{kuo2025policycraft,
  title={PolicyCraft: Supporting Collaborative and Participatory Policy Design through Case-Grounded Deliberation},
  author={Kuo, Tzu-Sheng and Chen, Quan Ze and Zhang, Amy X and Hsieh, Jane and Zhu, Haiyi and Holstein, Kenneth},
  booktitle={Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems},
  pages={1--24},
  year={2025},
  doi={10.1145/3706598.3713865}
}"	ID_020 | Citable for design	Complementarity;Ken;Empirical;Design
ID_054	https://www.mdpi.com/2076-328X/15/5/705	Jiajia Shi;Weitong Liu;Ke Hu	2025	Exploring How AI Literacy and Self-Regulated Learning Relate to Student Writing Performance and Well-Being in Generative AI-Supported Higher Education	Article	Behavioural Science	"* survey was administered to 257 students from universities in China
* Results show that **both AI literacy and SRL significantly and positively predict students’ writing performance, with SRL having a stronger effect**
* **AI literacy shows a positive association with GAI-driven well-being**
* findings suggest that **fostering both technological competencies and effective learning strategies may support students’ academic outcomes**"	* integrating AI literacy and SRL into a unified model	"@article{shi2025exploring,
  title={Exploring how AI literacy and self-regulated learning relate to student writing performance and well-being in generative AI-supported higher education},
  author={Shi, Jiajia and Liu, Weitong and Hu, Ke},
  journal={Behavioral Sciences},
  volume={15},
  number={5},
  pages={705},
  year={2025},
  publisher={MDPI},
  doi={10.3390/bs15050705}
}"		Self-regulated learning;Empirical;AI Literacy
ID_055	https://www.sciencedirect.com/science/article/pii/S0360131525002337?casa_token=VRH9cdIW7NsAAAAA:L43lx8vVrTZgfYrglDCXS_pWyr1Z9_uGkN_ISq-OOsblYEvD1WmVnJmFl-5mr6uslXuoEy7ZFqk	Qi Xia;Qian Liu;Ahmed Tlili;Thomas K.F. Chiu	2025	A systematic literature review on designing self-regulated learning using generative artificial intelligence and its future research directions	Article	Computers & Education	"* popular student learning activities using GenAI in each phase are **information searching in the forethought**; **strategies for problem-solving in the performance**, and **obtaining feedback and conducting self-assessments in the self-reflection**

Identifies what influences the impact of SRL in GenAI environments:
* **Individual**: self-efficacy, perceived autonomy, perceived competence, perceived relatedness, interest, intrinsic motivation, and strategy use
* **Environmental**: technical support, teacher support, and peer support

**Future research directions**:
* More research on **student SRL activities using GenAI**
* More research on **environmental dimensions**"	* also develops  taxonomy of six pedagogical affordances from GenAI	"@article{qi2025systematic,
  title={A systematic literature review on designing self-regulated learning using generative artificial intelligence and its future research directions},
  author={Qi, XIA and Liu, Qian and Tlili, Ahmed and Thomas, KF},
  journal={Computers \& education},
  pages={105465},
  year={2025},
  publisher={Elsevier},
  doi={10.1016/j.compedu.2025.105465},
  volume={240}
}"	ID_056 | How so students commonly use GenAI	Self-regulated learning;Survey
ID_056	https://learningletters.org/index.php/learn/article/view/60	Olga Viberg;Yael Feldman-Maggor;Jacqueline Wong	2026	Efficiency vs. Effectiveness Self-regulated learning with LLM-mediated help-seeking	Article	Learning Letters	"* **20 STEM students** at a large Swedish university were interviewed about their use of commercial LLM  chatbots (so selfreported, and low sample size)
* usually LLMs are used to complement rather than replace human support
* **students  described  a  four-stage  process** (integrated with SRL):  **(1)  deciding  whether  help  is  needed**, typically by attempting  problems  independently  first;  **(2)  choosing  a  source  and  using ChatGPT as a low-barrier first step**, then peers for conceptual negotiation, and instructors for complex or high-stakes issues; **(3) determining the type of help**, from seeking hints and explanations  to  scaffolding  problem-solving,  streamlining  routine  work,  and  extending learning; and** (4) judging the help by exercising selective trust, verifying AI outputs** against coursework or with humans, and reserving human support for nuanced understanding and affective  needs
* academic  help-seeking  is layeredand context-dependent:  **LLMs  were  generally  preferred  for  simple,  well-defined tasks** such as debugging or syntax checking, **while peers and instructors were sought for more  complex  conceptual  challenges  and  affective  support**."		"@article{viberg2026efficiency,
  author  = {Viberg, Olga and Feldman-Maggor, Yael and Wong, Jane},
  title   = {Efficiency vs. Effectiveness: Self-Regulated Learning with {LLM}-Mediated Help-Seeking},
  journal = {Learning Letters},
  year    = {2026},
  volume  = {8},
  pages   = {Article 60},
  doi     = {10.20851/ll.v8.60}
}"		Self-regulated learning;Empirical
ID_057	https://link.springer.com/content/pdf/10.3758/s13428-025-02621-6.pdf	Kit S. Double	2025	Survey measures of metacognitive monitoring are often false	Article	Behavior Research Methods	"* 273 prolific participants
* high self-perceptions of monitoring ability were, in fact, related to higher confidence and lower cognitive performance
* **we** may **have inaccurate insights into our own metacognitive monitoring capacity** and **questionnaire-based measures of metacognitive abilities may be problematic as they may represent unrealistic self-perceptions**"	* Survey-based measures and online measures of metacognition (e.g. think aloud) are not corrleated (almost negativly correlated)	"@article{double2025survey,
  title={Survey measures of metacognitive monitoring are often false},
  author={Double, Kit S},
  journal={Behavior Research Methods},
  volume={57},
  number={3},
  pages={97},
  year={2025},
  publisher={Springer}
}"	ID_058 | Both critique self-assesments	Metacognition - Measurement;Metacognition;Empirical
ID_058	https://link.springer.com/content/pdf/10.1007/s11409-020-09222-y.pdf	Kym Craig;Daniel Hale;Catherine Grainger;Mary E. Stewart	2020	Evaluating metacognitive self-reports: systematic reviews of the value of self-report in metacognitive research	Article	Metacognition and Learning	"* This study reviews and critiques the use of self-report in evaluating metacognition by conducting systematic reviews and a meta-analysis of studies assessing metacognitive skill
* **the two factors of metacognition [knowledge and regulation] do not adequately relate to metacognitive behavior**"		"@article{craig2020evaluating,
  title={Evaluating metacognitive self-reports: systematic reviews of the value of self-report in metacognitive research},
  author={Craig, Kym and Hale, Daniel and Grainger, Catherine and Stewart, Mary E},
  journal={Metacognition and Learning},
  volume={15},
  number={2},
  pages={155--213},
  year={2020},
  publisher={Springer},
  doi={10.1007/s11409-020-09222-y}
}"		Metacognition - Measurement;Metacognition;Survey
ID_059	https://arxiv.org/pdf/2509.25492	Tzu-Sheng Kuo;Sophia Liu;Quan Ze Chen;Joseph Seering;Amy X. Zhang;Haiyi Zhu;Kenneth Holstein	2026	Botender: Supporting Communities in Collaboratively Designing AI Agents through Case-Based Provocations	Preprint	ArXiv	"* **How might communities collectively shape the behavior of community bots?**
* We present Botender, a system that enables communities to collaboratively design LLM-powered bots without coding.
* Botender facilitates testing and iteration on bot behavior through case-based provocations: interaction scenarios generated to spark user reflection and discussion around desirable bot behavior"	* Propse change --> Iterate on change (i.e. collaborativly change bot system prompts) --> vote and deploy	"@article{kuo2025botender,
  title={Botender: Supporting Communities in Collaboratively Designing AI Agents through Case-Based Provocations},
  author={Kuo, Tzu-Sheng and Liu, Sophia and Chen, Quan Ze and Seering, Joseph and Zhang, Amy X and Zhu, Haiyi and Holstein, Kenneth},
  journal={arXiv preprint arXiv:2509.25492},
  year={2025}
}"	ID_053 | Same main author (Kens PhD)	Complementarity;Design;Ken
